item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM-000872,ORD-00567,PROD-0008,1,69.98,20.0
ITEM-000873,ORD-00108,PROD-0033,3,22.0,5.0
ITEM-000874,ORD-00462,PROD-0011,5,65.0,0.0
ITEM-000875,ORD-00474,PROD-0002,4,89.98,5.0
ITEM-000876,ORD-00352,PROD-0026,4,22.0,0.0
ITEM-000877,ORD-00011,PROD-0017,2,120.0,0.0
ITEM-000878,ORD-00476,PROD-0032,1,52.0,10.0
ITEM-000879,ORD-00249,PROD-0029,3,38.0,20.0
ITEM-000880,ORD-00166,PROD-0011,5,65.0,0.0
ITEM-000881,ORD-00182,PROD-0019,4,40.0,0.0
ITEM-000882,ORD-00080,PROD-0001,2,799.98,5.0
ITEM-000883,ORD-00367,PROD-0012,1,19.98,15.0
ITEM-000884,ORD-00546,PROD-0014,1,85.0,20.0
ITEM-000885,ORD-00536,PROD-0007,3,29.98,5.0
ITEM-000886,ORD-00054,PROD-0001,4,799.98,20.0
ITEM-000887,ORD-00207,PROD-0016,2,25.0,0.0
ITEM-000888,ORD-00094,PROD-0002,1,89.98,0.0
ITEM-000889,ORD-00197,PROD-0005,1,49.98,20.0
ITEM-000890,ORD-00172,PROD-0011,5,65.0,0.0
ITEM-000891,ORD-00335,PROD-0021,2,35.0,10.0
ITEM-000892,ORD-00213,PROD-0026,1,22.0,0.0
ITEM-000893,ORD-00219,PROD-0007,2,29.98,0.0
ITEM-000894,ORD-00412,PROD-0021,-1,35.0,5.0
ITEM-000895,ORD-00226,PROD-0005,3,49.98,15.0
ITEM-000896,ORD-00378,PROD-0003,2,349.98,5.0
ITEM-000897,ORD-00309,PROD-0032,1,52.0,15.0
ITEM-000898,ORD-00550,PROD-0011,1,65.0,10.0
ITEM-000899,ORD-00333,PROD-0025,2,250.0,0.0
ITEM-000900,ORD-00180,PROD-0021,4,35.0,0.0
ITEM-000901,ORD-00344,PROD-0002,5,89.98,5.0
ITEM-000902,ORD-00392,PROD-0033,2,22.0,10.0
ITEM-000903,ORD-00014,PROD-0015,-1,55.0,0.0
ITEM-000904,ORD-00243,PROD-0028,5,45.0,0.0
ITEM-000905,ORD-00062,PROD-0009,3,199.98,0.0
ITEM-000906,ORD-00156,PROD-0025,1,250.0,0.0
ITEM-000907,ORD-00455,PROD-0022,3,12.0,15.0
ITEM-000908,ORD-00041,PROD-0027,3,75.0,20.0
ITEM-000909,ORD-00025,PROD-0015,3,55.0,0.0
ITEM-000910,ORD-00249,PROD-0014,2,85.0,20.0
ITEM-000911,ORD-00228,PROD-0025,2,250.0,5.0
ITEM-000912,ORD-00007,PROD-0005,1,49.98,0.0
ITEM-000913,ORD-00054,PROD-0010,2,499.98,0.0
ITEM-000914,ORD-00178,PROD-0014,1,85.0,5.0
ITEM-000915,ORD-00479,PROD-0020,2,180.0,0.0
ITEM-000916,ORD-00435,PROD-0012,3,19.98,0.0
ITEM-000917,ORD-00591,PROD-0029,2,38.0,0.0
ITEM-000918,ORD-00493,PROD-0006,3,59.98,5.0
ITEM-000919,ORD-00387,PROD-0011,4,65.0,10.0
ITEM-000920,ORD-00444,PROD-0010,4,499.98,0.0
ITEM-000921,ORD-00391,PROD-0028,3,45.0,10.0
ITEM-000922,ORD-00551,PROD-0010,2,499.98,0.0
ITEM-000923,ORD-00390,PROD-0030,3,32.0,5.0
ITEM-000924,ORD-00576,PROD-0031,2,28.0,15.0
ITEM-000925,ORD-00481,PROD-0013,2,45.0,0.0
ITEM-000926,ORD-00014,PROD-0033,3,22.0,5.0
ITEM-000927,ORD-00415,PROD-0027,3,75.0,5.0
ITEM-000928,ORD-00502,PROD-0020,5,180.0,0.0
ITEM-000929,ORD-00419,PROD-0003,1,349.98,5.0
ITEM-000930,ORD-00580,PROD-0011,4,65.0,0.0
ITEM-000931,ORD-00357,PROD-0033,3,22.0,15.0
ITEM-000932,ORD-00060,PROD-0025,2,250.0,0.0
ITEM-000933,ORD-00490,PROD-0003,3,349.98,15.0
ITEM-000934,ORD-00029,PROD-0010,4,499.98,15.0
ITEM-000935,ORD-00151,PROD-0017,5,120.0,15.0
ITEM-000936,ORD-00166,PROD-0001,1,799.98,15.0
ITEM-000937,ORD-00394,PROD-0026,1,22.0,10.0
ITEM-000938,ORD-00194,PROD-0028,4,45.0,0.0
ITEM-000939,ORD-00310,PROD-0033,4,22.0,10.0
ITEM-000940,ORD-00316,PROD-0027,1,75.0,0.0
ITEM-000941,ORD-00587,PROD-0023,3,40.0,15.0
ITEM-000942,ORD-00215,PROD-0026,1,22.0,0.0
ITEM-000943,ORD-00504,PROD-0001,4,799.98,10.0
ITEM-000944,ORD-00427,PROD-0019,2,40.0,0.0
ITEM-000945,ORD-00384,PROD-0012,2,19.98,5.0
ITEM-000946,ORD-00187,PROD-0033,4,22.0,10.0
ITEM-000947,ORD-00218,PROD-0012,2,19.98,20.0
ITEM-000948,ORD-00197,PROD-0017,4,120.0,5.0
ITEM-000949,ORD-00112,PROD-0011,1,65.0,5.0
ITEM-000950,ORD-00128,PROD-0018,1,12.5,10.0
ITEM-000951,ORD-00241,PROD-0031,1,28.0,0.0
ITEM-000952,ORD-00063,PROD-0018,1,12.5,15.0
ITEM-000953,ORD-00597,PROD-0003,5,349.98,20.0
ITEM-000954,ORD-00008,PROD-0025,3,250.0,5.0
ITEM-000955,ORD-00485,PROD-0022,3,12.0,0.0
ITEM-000956,ORD-00352,PROD-0021,3,35.0,15.0
ITEM-000957,ORD-00409,PROD-0025,3,250.0,20.0
ITEM-000958,ORD-00339,PROD-0007,-3,29.98,5.0
ITEM-000959,ORD-00143,PROD-0002,5,89.98,0.0
ITEM-000960,ORD-00255,PROD-0024,4,130.0,10.0
ITEM-000961,ORD-00424,PROD-0013,-3,45.0,20.0
ITEM-000962,ORD-00330,PROD-0002,1,89.98,20.0
ITEM-000963,ORD-00334,PROD-0029,4,38.0,5.0
ITEM-000964,ORD-00084,PROD-0023,4,40.0,15.0
ITEM-000965,ORD-00103,PROD-0025,2,250.0,15.0
ITEM-000966,ORD-00147,PROD-0033,4,22.0,20.0
ITEM-000967,ORD-00090,PROD-0020,5,180.0,20.0
ITEM-000968,ORD-00479,PROD-0011,1,65.0,5.0
ITEM-000969,ORD-00554,PROD-0016,2,25.0,20.0
ITEM-000970,ORD-00092,PROD-0007,1,29.98,0.0
ITEM-000971,ORD-00335,PROD-0025,2,250.0,15.0
ITEM-000972,ORD-00264,PROD-0031,1,28.0,15.0
ITEM-000973,ORD-00140,PROD-0032,3,52.0,20.0
ITEM-000974,ORD-00230,PROD-0005,4,49.98,15.0
ITEM-000975,ORD-00391,PROD-0028,2,45.0,0.0
ITEM-000976,ORD-00119,PROD-0019,1,40.0,0.0
ITEM-000977,ORD-00193,PROD-0008,2,69.98,20.0
ITEM-000978,ORD-00321,PROD-0025,1,250.0,0.0
ITEM-000979,ORD-00064,PROD-0013,4,45.0,0.0
ITEM-000980,ORD-00374,PROD-0009,5,199.98,10.0
ITEM-000981,ORD-00228,PROD-0007,5,29.98,20.0
ITEM-000982,ORD-00472,PROD-0021,3,35.0,20.0
ITEM-000983,ORD-00225,PROD-0032,2,52.0,10.0
ITEM-000984,ORD-00291,PROD-0010,1,499.98,10.0
ITEM-000985,ORD-00328,PROD-0020,1,180.0,0.0
ITEM-000986,ORD-00588,PROD-0031,2,28.0,5.0
ITEM-000987,ORD-00299,PROD-0025,3,250.0,0.0
ITEM-000988,ORD-00216,PROD-0015,1,55.0,20.0
ITEM-000989,ORD-00184,PROD-0032,3,52.0,20.0
ITEM-000990,ORD-00164,PROD-0002,3,89.98,5.0
ITEM-000991,ORD-00485,PROD-0023,4,40.0,0.0
ITEM-000992,ORD-00541,PROD-0019,2,40.0,15.0
ITEM-000993,ORD-00562,PROD-0026,3,22.0,20.0
ITEM-000994,ORD-00595,PROD-0004,3,119.98,5.0
ITEM-000995,ORD-00168,PROD-0009,4,199.98,0.0
ITEM-000996,ORD-00149,PROD-0014,2,85.0,15.0
ITEM-000997,ORD-00010,PROD-0024,5,130.0,0.0
ITEM-000998,ORD-00152,PROD-0025,4,250.0,15.0
ITEM-000999,ORD-00173,PROD-0004,4,119.98,0.0
ITEM-001000,ORD-00054,PROD-0008,3,69.98,10.0
ITEM-001001,ORD-00445,PROD-0010,4,499.98,0.0
ITEM-001002,ORD-00035,PROD-0008,4,69.98,0.0
ITEM-001003,ORD-00177,PROD-0025,1,250.0,20.0
ITEM-001004,ORD-00475,PROD-0025,4,250.0,0.0
ITEM-001005,ORD-00012,PROD-0008,1,69.98,5.0
ITEM-001006,ORD-00522,PROD-0015,-3,55.0,10.0
ITEM-001007,ORD-00492,PROD-0018,1,12.5,20.0
ITEM-001008,ORD-00186,PROD-0025,4,250.0,0.0
ITEM-001009,ORD-00586,PROD-0009,1,199.98,15.0
ITEM-001010,ORD-00551,PROD-0012,1,19.98,5.0
ITEM-001011,ORD-00570,PROD-0032,5,52.0,10.0
ITEM-001012,ORD-00128,PROD-0014,1,85.0,0.0
ITEM-001013,ORD-00185,PROD-0001,3,799.98,0.0
ITEM-001014,ORD-00041,PROD-0009,2,199.98,0.0
ITEM-001015,ORD-00576,PROD-0017,1,120.0,0.0
ITEM-001016,ORD-00128,PROD-0033,5,22.0,0.0
ITEM-001017,ORD-00434,PROD-0001,1,799.98,10.0
ITEM-001018,ORD-00301,PROD-0029,4,38.0,15.0
ITEM-001019,ORD-00321,PROD-0023,5,40.0,0.0
ITEM-001020,ORD-00102,PROD-0003,2,349.98,0.0
ITEM-001021,ORD-00307,PROD-0014,5,85.0,10.0
ITEM-001022,ORD-00222,PROD-0023,5,40.0,5.0
ITEM-001023,ORD-00077,PROD-0017,2,120.0,5.0
ITEM-001024,ORD-00468,PROD-0006,4,59.98,15.0
ITEM-001025,ORD-00147,PROD-0014,3,85.0,15.0
ITEM-001026,ORD-00198,PROD-0024,5,130.0,10.0
ITEM-001027,ORD-00168,PROD-0027,3,75.0,20.0
ITEM-001028,ORD-00445,PROD-0025,-3,250.0,0.0
ITEM-001029,ORD-00080,PROD-0018,1,12.5,15.0
ITEM-001030,ORD-00562,PROD-0027,1,75.0,0.0
ITEM-001031,ORD-00342,PROD-0018,2,12.5,0.0
ITEM-001032,ORD-00011,PROD-0007,2,29.98,5.0
ITEM-001033,ORD-00108,PROD-0008,3,69.98,10.0
ITEM-001034,ORD-00502,PROD-0007,5,29.98,20.0
ITEM-001035,ORD-00289,PROD-0018,1,12.5,0.0
ITEM-001036,ORD-00326,PROD-0025,5,250.0,10.0
ITEM-001037,ORD-00413,PROD-0031,3,28.0,0.0
ITEM-001038,ORD-00526,PROD-0010,2,499.98,5.0
ITEM-001039,ORD-00582,PROD-0018,3,12.5,15.0
ITEM-001040,ORD-00256,PROD-0027,2,75.0,5.0
ITEM-001041,ORD-00363,PROD-0030,3,32.0,5.0
ITEM-001042,ORD-00534,PROD-0015,1,55.0,0.0
ITEM-001043,ORD-00417,PROD-0021,1,35.0,0.0
ITEM-001044,ORD-00246,PROD-0006,1,59.98,0.0
ITEM-001045,ORD-00293,PROD-0032,1,52.0,5.0
ITEM-001046,ORD-00521,PROD-0009,5,199.98,15.0
ITEM-001047,ORD-00546,PROD-0008,5,69.98,0.0
ITEM-001048,ORD-00008,PROD-0028,3,45.0,0.0
ITEM-001049,ORD-00541,PROD-0003,2,349.98,15.0
ITEM-001050,ORD-00537,PROD-0015,3,55.0,20.0
ITEM-001051,ORD-00137,PROD-0033,1,22.0,5.0
ITEM-001052,ORD-00508,PROD-0025,1,250.0,0.0
ITEM-001053,ORD-00256,PROD-0008,4,69.98,0.0
ITEM-001054,ORD-00272,PROD-0014,-3,85.0,10.0
ITEM-001055,ORD-00404,PROD-0014,5,85.0,20.0
ITEM-001056,ORD-00037,PROD-0030,4,32.0,0.0
ITEM-001057,ORD-00365,PROD-0001,3,799.98,0.0
ITEM-001058,ORD-00363,PROD-0007,-3,29.98,0.0
ITEM-001059,ORD-00412,PROD-0023,-2,40.0,5.0
ITEM-001060,ORD-00203,PROD-0006,2,59.98,5.0
ITEM-001061,ORD-00127,PROD-0032,-3,52.0,0.0
ITEM-001062,ORD-00232,PROD-0031,3,28.0,0.0
ITEM-001063,ORD-00439,PROD-0012,3,19.98,0.0
ITEM-001064,ORD-00450,PROD-0029,3,38.0,15.0
ITEM-001065,ORD-00445,PROD-0001,2,799.98,0.0
ITEM-001066,ORD-00195,PROD-0019,4,40.0,5.0
ITEM-001067,ORD-00340,PROD-0003,2,349.98,5.0
ITEM-001068,ORD-00273,PROD-0008,5,69.98,5.0
ITEM-001069,ORD-00131,PROD-0021,4,35.0,10.0
ITEM-001070,ORD-00399,PROD-0009,1,199.98,20.0
ITEM-001071,ORD-00022,PROD-0009,5,199.98,0.0
ITEM-001072,ORD-00243,PROD-0004,3,119.98,5.0
ITEM-001073,ORD-00009,PROD-0028,3,45.0,5.0
ITEM-001074,ORD-00085,PROD-0028,2,45.0,15.0
ITEM-001075,ORD-00524,PROD-0012,1,19.98,20.0
ITEM-001076,ORD-00270,PROD-0016,4,25.0,0.0
ITEM-001077,ORD-00486,PROD-0007,5,29.98,10.0
ITEM-001078,ORD-00186,PROD-0013,5,45.0,15.0
ITEM-001079,ORD-00153,PROD-0015,4,55.0,0.0
ITEM-001080,ORD-00281,PROD-0013,4,45.0,0.0
ITEM-001081,ORD-00205,PROD-0006,4,59.98,5.0
ITEM-001082,ORD-00538,PROD-0020,2,180.0,0.0
ITEM-001083,ORD-00345,PROD-0028,5,45.0,5.0
ITEM-001084,ORD-00053,PROD-0020,3,180.0,0.0
ITEM-001085,ORD-00360,PROD-0027,1,75.0,0.0
ITEM-001086,ORD-00042,PROD-0001,3,799.98,0.0
ITEM-001087,ORD-00293,PROD-0031,5,28.0,0.0
ITEM-001088,ORD-00442,PROD-0012,4,19.98,0.0
ITEM-001089,ORD-00343,PROD-0020,1,180.0,15.0
ITEM-001090,ORD-00566,PROD-0009,3,199.98,15.0
ITEM-001091,ORD-00542,PROD-0024,3,130.0,0.0
ITEM-001092,ORD-00599,PROD-0025,1,250.0,0.0
ITEM-001093,ORD-00124,PROD-0003,2,349.98,0.0
ITEM-001094,ORD-00457,PROD-0007,5,29.98,10.0
ITEM-001095,ORD-00352,PROD-0020,2,180.0,10.0
ITEM-001096,ORD-00158,PROD-0003,4,349.98,10.0
ITEM-001097,ORD-00259,PROD-0023,4,40.0,15.0
ITEM-001098,ORD-00121,PROD-0028,4,45.0,10.0
ITEM-001099,ORD-00516,PROD-0002,3,89.98,15.0
ITEM-001100,ORD-00133,PROD-0019,5,40.0,0.0
ITEM-001101,ORD-00195,PROD-0026,5,22.0,20.0
ITEM-001102,ORD-00526,PROD-0005,5,49.98,5.0
ITEM-001103,ORD-00576,PROD-0025,3,250.0,0.0
ITEM-001104,ORD-00189,PROD-0001,2,799.98,10.0
ITEM-001105,ORD-00010,PROD-0033,5,22.0,0.0
ITEM-001106,ORD-00311,PROD-0015,3,55.0,10.0
ITEM-001107,ORD-00122,PROD-0011,5,65.0,0.0
ITEM-001108,ORD-00299,PROD-0003,3,349.98,0.0
ITEM-001109,ORD-00277,PROD-0004,2,119.98,20.0
ITEM-001110,ORD-00216,PROD-0008,-2,69.98,15.0
ITEM-001111,ORD-00378,PROD-0021,5,35.0,0.0
ITEM-001112,ORD-00137,PROD-0027,3,75.0,0.0
ITEM-001113,ORD-00059,PROD-0001,2,799.98,15.0
ITEM-001114,ORD-00287,PROD-0012,1,19.98,10.0
ITEM-001115,ORD-00598,PROD-0007,4,29.98,15.0
ITEM-001116,ORD-00264,PROD-0014,2,85.0,0.0
ITEM-001117,ORD-00276,PROD-0014,4,85.0,0.0
ITEM-001118,ORD-00457,PROD-0015,4,55.0,0.0
ITEM-001119,ORD-00152,PROD-0031,2,28.0,5.0
ITEM-001120,ORD-00190,PROD-0012,4,19.98,15.0
ITEM-001121,ORD-00185,PROD-0019,-1,40.0,0.0
ITEM-001122,ORD-00404,PROD-0013,1,45.0,5.0
ITEM-001123,ORD-00252,PROD-0030,4,32.0,0.0
ITEM-001124,ORD-00540,PROD-0009,1,199.98,10.0
ITEM-001125,ORD-00103,PROD-0025,1,250.0,20.0
ITEM-001126,ORD-00014,PROD-0003,1,349.98,0.0
ITEM-001127,ORD-00147,PROD-0001,1,799.98,20.0
ITEM-001128,ORD-00109,PROD-0022,1,12.0,0.0
ITEM-001129,ORD-00143,PROD-0031,4,28.0,20.0
ITEM-001130,ORD-00168,PROD-0020,2,180.0,0.0
ITEM-001131,ORD-00058,PROD-0018,1,12.5,0.0
ITEM-001132,ORD-00046,PROD-0007,1,29.98,10.0
ITEM-001133,ORD-00426,PROD-0010,-1,499.98,0.0
ITEM-001134,ORD-00233,PROD-0028,3,45.0,15.0
ITEM-001135,ORD-00294,PROD-0015,4,55.0,15.0
ITEM-001136,ORD-00116,PROD-0032,1,52.0,0.0
ITEM-001137,ORD-00105,PROD-0019,5,40.0,0.0
ITEM-001138,ORD-00122,PROD-0024,1,130.0,0.0
ITEM-001139,ORD-00155,PROD-0012,3,19.98,10.0
ITEM-001140,ORD-00186,PROD-0028,3,45.0,10.0
ITEM-001141,ORD-00294,PROD-0023,3,40.0,5.0
ITEM-001142,ORD-00378,PROD-0017,1,120.0,20.0
ITEM-001143,ORD-00003,PROD-0010,2,499.98,0.0
ITEM-001144,ORD-00152,PROD-0025,4,250.0,20.0
ITEM-001145,ORD-00069,PROD-0008,3,69.98,0.0
ITEM-001146,ORD-00093,PROD-0021,2,35.0,20.0
ITEM-001147,ORD-00395,PROD-0023,4,40.0,5.0
ITEM-001148,ORD-00424,PROD-0022,2,12.0,5.0
ITEM-001149,ORD-00429,PROD-0032,4,52.0,10.0
ITEM-001150,ORD-00550,PROD-0015,5,55.0,15.0
ITEM-001151,ORD-00432,PROD-0015,2,55.0,0.0
ITEM-001152,ORD-00003,PROD-0014,1,85.0,0.0
ITEM-001153,ORD-00572,PROD-0031,1,28.0,0.0
ITEM-001154,ORD-00358,PROD-0024,2,130.0,0.0
ITEM-001155,ORD-00472,PROD-0010,5,499.98,5.0
ITEM-001156,ORD-00249,PROD-0014,1,85.0,15.0
ITEM-001157,ORD-00142,PROD-0008,2,69.98,5.0
ITEM-001158,ORD-00027,PROD-0028,1,45.0,15.0
ITEM-001159,ORD-00596,PROD-0005,5,49.98,20.0
ITEM-001160,ORD-00162,PROD-0002,2,89.98,0.0
ITEM-001161,ORD-00251,PROD-0005,-2,49.98,0.0
ITEM-001162,ORD-00187,PROD-0031,5,28.0,15.0
ITEM-001163,ORD-00307,PROD-0031,3,28.0,5.0
ITEM-001164,ORD-00014,PROD-0019,1,40.0,15.0
ITEM-001165,ORD-00033,PROD-0012,1,19.98,5.0
ITEM-001166,ORD-00434,PROD-0030,3,32.0,10.0
ITEM-001167,ORD-00514,PROD-0020,4,180.0,0.0
ITEM-001168,ORD-00279,PROD-0006,2,59.98,15.0
ITEM-001169,ORD-00217,PROD-0026,2,22.0,5.0
ITEM-001170,ORD-00189,PROD-0005,4,49.98,5.0
ITEM-001171,ORD-00321,PROD-0026,2,22.0,0.0
ITEM-001172,ORD-00381,PROD-0028,1,45.0,0.0
ITEM-001173,ORD-00080,PROD-0024,3,130.0,0.0
ITEM-001174,ORD-00246,PROD-0019,1,40.0,0.0
ITEM-001175,ORD-00217,PROD-0001,3,799.98,0.0
ITEM-001176,ORD-00565,PROD-0013,1,45.0,0.0
ITEM-001177,ORD-00276,PROD-0006,5,59.98,0.0
ITEM-001178,ORD-00578,PROD-0031,3,28.0,0.0
ITEM-001179,ORD-00317,PROD-0001,3,799.98,5.0
ITEM-001180,ORD-00513,PROD-0013,4,45.0,15.0
ITEM-001181,ORD-00365,PROD-0009,1,199.98,0.0
ITEM-001182,ORD-00418,PROD-0033,2,22.0,0.0
ITEM-001183,ORD-00392,PROD-0031,1,28.0,0.0
ITEM-001184,ORD-00166,PROD-0010,1,499.98,15.0
ITEM-001185,ORD-00096,PROD-0015,2,55.0,20.0
ITEM-001186,ORD-00165,PROD-0033,5,22.0,15.0
ITEM-001187,ORD-00536,PROD-0022,2,12.0,0.0
ITEM-001188,ORD-00298,PROD-0024,4,130.0,0.0
ITEM-001189,ORD-00397,PROD-0016,5,25.0,10.0
ITEM-001190,ORD-00077,PROD-0010,4,499.98,0.0
ITEM-001191,ORD-00016,PROD-0010,3,499.98,10.0
ITEM-001192,ORD-00090,PROD-0032,3,52.0,0.0
ITEM-001193,ORD-00303,PROD-0011,5,65.0,0.0
ITEM-001194,ORD-00362,PROD-0006,4,59.98,0.0
ITEM-001195,ORD-00485,PROD-0017,4,120.0,15.0
ITEM-001196,ORD-00144,PROD-0008,4,69.98,0.0
ITEM-001197,ORD-00373,PROD-0019,5,40.0,15.0
ITEM-001198,ORD-00133,PROD-0029,5,38.0,0.0
ITEM-001199,ORD-00383,PROD-0006,5,59.98,5.0
ITEM-001200,ORD-00270,PROD-0003,1,349.98,15.0
